id_musica,titulo,artista,genero,ano_lancamento,duracao_ms,popularidade,streams_milhoes,danceability,energy,valence,acousticness,speechiness,liveness,bpm,tom,modo,explicito,selo
TRK00616,Burning,Tiësto,Electronic,2025,243665,91,1064.4,0.828,0.818,0.602,0.318,0.253,0.277,120,G#,Maior,Não,Sony Music
TRK00617,Young Bright Magic,Ed Sheeran,Pop,2020,224848,25,415.0,0.702,0.698,0.441,0.279,0.206,0.202,107,D,Menor,Não,RCA Records
TRK00618,Provócame Imposible,Camilo,Latin,2018,243163,62,785.8,0.808,0.75,0.681,0.616,0.215,0.188,119,D,Menor,Não,Sony Music
TRK00619,Lonely Tears,Daft Punk,Electronic,2024,158850,100,1171.5,0.682,0.802,0.475,0.197,0.105,0.085,129,F,Menor,Não,Def Jam
TRK00620,Touch Smile Shine,Phoebe Bridgers,Indie,2013,183446,72,862.9,0.685,0.435,0.652,0.147,0.184,0.124,123,F#,Menor,Não,RCA Records
TRK00621,We Love Dream,Post Malone,Hip-Hop,2018,243758,100,1237.6,0.722,0.808,0.305,0.178,0.291,0.082,60,G#,Maior,Sim,Atlantic Records
TRK00622,Bailando,Tego Calderón,Reggaeton,2023,264794,57,749.4,0.843,0.766,0.633,0.07,0.088,0.062,138,F,Maior,Sim,Republic Records
TRK00623,Fiesta Sola,Manuel Turizo,Latin,2021,214733,61,805.0,0.691,0.817,0.313,0.567,0.271,0.341,111,A,Maior,Não,Capitol Records
TRK00624,Hello Sunshine,Justin Bieber,Pop,2025,181227,100,1225.5,0.81,0.649,0.445,0.094,0.075,0.198,125,A,Maior,Não,Atlantic Records
TRK00625,Beautiful Body,Doja Cat,Hip-Hop,2020,186391,65,808.7,0.738,0.427,0.329,0.192,0.039,0.126,102,D#,Maior,Sim,Interscope
TRK00626,Loco,Camilo,Latin,2021,173309,68,909.3,0.844,0.771,0.628,0.142,0.082,0.295,140,C#,Menor,Não,RCA Records
TRK00627,Crazy Forever Kiss,Shawn Mendes,Pop,2021,249090,100,1216.0,0.718,0.694,0.508,0.365,0.392,0.421,114,F#,Menor,Não,Columbia Records
TRK00628,LOVE DIVE,BLACKPINK,K-Pop,2013,277142,60,494.6,0.692,0.794,0.263,0.092,0.207,0.029,138,A,Maior,Não,Republic Records
TRK00629,Sky Shining Bright,Usher,R&B,2016,156993,60,685.7,0.891,0.303,0.553,0.275,0.034,0.263,82,A,Maior,Não,Universal Music
TRK00630,Hello Sky,21 Savage,Hip-Hop,2019,280498,60,636.2,0.683,0.714,0.415,0.132,0.082,0.349,77,F#,Menor,Não,Independent
TRK00631,Sola,Rauw Alejandro,Latin,2024,290076,47,595.8,0.784,0.914,0.667,0.039,0.375,0.275,128,F#,Maior,Não,Interscope
TRK00632,Body Sky Apart,Ariana Grande,Pop,2011,264244,47,616.4,0.72,0.755,0.283,0.114,0.238,0.146,123,F#,Menor,Não,Interscope
TRK00633,Bésame,Shakira,Latin,2020,234359,83,1180.1,0.738,0.801,0.512,0.477,0.235,0.387,123,A#,Maior,Não,Republic Records
TRK00634,Magic Alone,Tiësto,Electronic,2017,207198,55,655.2,0.838,0.781,0.551,0.149,0.176,0.334,112,F,Maior,Não,Atlantic Records
TRK00635,Better Need Young,Harry Styles,Pop,2020,185535,58,783.5,0.762,0.491,0.45,0.634,0.163,0.212,124,A#,Maior,Não,Columbia Records
TRK00636,Provócame Te Quiero,Shakira,Latin,2018,279172,50,638.7,0.661,0.8,0.447,0.111,0.54,0.204,125,C,Maior,Sim,RCA Records
TRK00637,Crazy Stay,Olivia Rodrigo,Pop,2022,238158,87,1038.3,0.552,0.754,0.438,0.099,0.299,0.139,139,A,Maior,Não,Universal Music
TRK00638,Heart Hold,Miranda Lambert,Country,2024,285009,84,974.2,0.59,0.722,0.704,0.209,0.212,0.434,95,G,Maior,Não,Sony Music
TRK00639,Higher Together,21 Savage,Hip-Hop,2024,116983,50,644.5,0.848,0.361,0.727,0.106,0.316,0.128,115,G#,Menor,Não,Capitol Records
TRK00640,Mine,Rihanna,R&B,2019,202208,45,485.2,0.649,0.586,0.567,0.176,0.071,0.115,85,G#,Maior,Não,RCA Records
TRK00641,Run Cry,Drake,Hip-Hop,2017,198853,79,958.7,0.777,0.527,0.415,0.081,0.028,0.201,77,A#,Maior,Sim,Atlantic Records
TRK00642,Better Summer,Sabrina Carpenter,Pop,2024,204600,78,906.5,0.628,0.568,0.705,0.339,0.212,0.544,121,A#,Menor,Não,Universal Music
TRK00643,Feel,Future,Hip-Hop,2024,297091,44,562.6,0.624,0.548,0.365,0.27,0.096,0.111,80,G#,Maior,Não,Def Jam
TRK00644,Soul Night Fire,Bruno Mars,Pop,2017,151963,43,588.0,0.632,0.469,0.843,0.046,0.321,0.243,79,E,Menor,Não,Republic Records
TRK00645,Night Need,Green Day,Rock,2017,176996,72,784.2,0.556,0.788,0.627,0.008,0.233,0.051,155,A#,Menor,Não,Independent
TRK00646,Forever Paradise,Lil Wayne,Hip-Hop,2020,198619,83,967.7,0.88,0.598,0.625,0.424,0.309,0.326,87,C,Menor,Não,Interscope
TRK00647,Sunshine Beautiful Mine,J. Cole,Hip-Hop,2024,228053,72,902.3,0.632,0.641,0.53,0.262,0.457,0.198,107,A,Maior,Não,Capitol Records
TRK00648,Anywhere Shining,Foo Fighters,Rock,2023,218509,23,252.9,0.61,0.727,0.783,0.207,0.109,0.028,152,G#,Maior,Não,RCA Records
TRK00649,Sunshine Shining,Travis Scott,Hip-Hop,2022,223076,70,757.7,0.74,0.638,0.884,0.271,0.217,0.27,107,F#,Maior,Não,Capitol Records
TRK00650,Feel Lost,Chris Brown,R&B,2025,273796,68,836.9,0.525,0.535,0.313,0.367,0.08,0.334,118,B,Maior,Não,Capitol Records
TRK00651,Dance Feel,Selena Gomez,Pop,2021,168213,87,1079.3,0.745,0.699,0.885,0.4,0.063,0.12,124,E,Menor,Não,Interscope
TRK00652,Fiesta,Becky G,Latin,2010,157574,76,974.3,0.958,0.783,0.694,0.224,0.291,0.166,122,D,Maior,Sim,Republic Records
TRK00653,Fiesta Noche,Rauw Alejandro,Latin,2020,214448,46,669.6,0.754,0.849,0.459,0.487,0.304,0.464,134,A#,Maior,Não,RCA Records
TRK00654,Sunshine Light Smile,21 Savage,Hip-Hop,2022,222529,43,449.2,0.771,0.625,0.37,0.212,0.291,0.098,107,F,Maior,Não,Def Jam
TRK00655,Sunshine Goodbye Young,Mitski,Indie,2022,238008,45,417.8,0.407,0.566,0.418,0.223,0.055,0.39,129,C,Menor,Sim,Republic Records
TRK00656,Super Shy,Stray Kids,K-Pop,2020,188288,89,1112.2,0.64,0.481,0.159,0.085,0.059,0.326,131,D#,Maior,Não,Independent
TRK00657,Touch Tomorrow Magic,Justin Bieber,Pop,2024,183661,60,636.8,0.717,0.598,0.616,0.467,0.049,0.315,118,C,Menor,Não,Interscope
TRK00658,Dame,Daddy Yankee,Latin,2021,209746,61,837.3,0.643,0.656,0.803,0.073,0.198,0.157,120,G,Menor,Não,Universal Music
TRK00659,Shadow Lonely,Tame Impala,Indie,2013,203739,46,607.6,0.467,0.895,0.751,0.185,0.185,0.196,99,C,Menor,Não,Interscope
TRK00660,Young,Daft Punk,Electronic,2021,158113,67,857.8,0.657,0.976,0.532,0.31,0.117,0.186,122,E,Menor,Não,Atlantic Records
TRK00661,Laugh Sky,The Weeknd,Rock,2016,185811,69,819.6,0.626,0.691,0.146,0.205,0.189,0.095,109,G,Menor,Não,Capitol Records
TRK00662,Wild,Bruno Mars,Pop,2016,234271,48,509.7,0.602,0.715,0.416,0.153,0.309,0.121,104,B,Maior,Não,RCA Records
TRK00663,Dance Free Tomorrow,Twenty One Pilots,Rock,2025,261805,41,529.4,0.599,0.696,0.686,0.241,0.325,0.264,111,D#,Menor,Não,RCA Records
TRK00664,Gone Beautiful,Olivia Rodrigo,Pop,2020,242934,47,513.8,0.799,0.508,0.362,0.329,0.21,0.094,115,A#,Menor,Não,Sony Music
TRK00665,Dark Laugh Goodbye,Charlie Puth,Pop,2025,229569,55,630.2,0.747,0.654,0.404,0.453,0.088,0.055,113,C,Maior,Não,Interscope
TRK00666,Goodbye Rain,Maren Morris,Country,2022,211877,62,718.2,0.595,0.583,0.673,0.127,0.343,0.224,94,C,Menor,Não,Warner Music
TRK00667,Falling Wild Gone,21 Savage,Hip-Hop,2025,231519,43,589.7,0.655,0.549,0.585,0.035,0.384,0.169,95,C,Menor,Não,Warner Music
TRK00668,Together Love Smile,Justin Bieber,Pop,2013,298089,40,552.8,0.631,0.855,0.851,0.324,0.322,0.393,108,A,Menor,Não,Def Jam
TRK00669,Tears,Fall Out Boy,Rock,2019,273595,57,664.8,0.464,0.804,0.852,0.245,0.096,0.184,137,G#,Menor,Sim,RCA Records
TRK00670,Sky Wild,Summer Walker,R&B,2021,185699,38,431.9,0.727,0.415,0.98,0.284,0.243,0.055,109,F,Maior,Sim,Warner Music
TRK00671,Kiss Beautiful,Taylor Swift,Pop,2018,222797,33,411.5,0.689,0.677,0.66,0.232,0.066,0.171,139,D,Maior,Sim,Universal Music
TRK00672,Tomorrow Pain,Chris Brown,R&B,2024,198453,73,857.8,0.638,0.516,0.437,0.086,0.193,0.124,97,C#,Menor,Não,Columbia Records
TRK00673,Lost Anywhere Apart,"Tyler, The Creator",Hip-Hop,2017,167510,68,846.6,0.736,0.685,0.548,0.386,0.328,0.194,115,D,Maior,Sim,Sony Music
TRK00674,Suelta,Maluma,Latin,2015,169282,16,308.8,0.765,0.828,0.458,0.204,0.171,0.093,134,D#,Maior,Não,Capitol Records
TRK00675,Star,Charlie Puth,Pop,2025,210127,55,592.8,0.648,0.586,0.396,0.345,0.02,0.113,109,B,Menor,Não,RCA Records
TRK00676,Heaven Bright,Paramore,Rock,2017,180664,55,657.5,0.472,0.721,0.464,0.313,0.056,0.204,117,F,Maior,Não,RCA Records
TRK00677,Sun Wild Laugh,Daniel Caesar,R&B,2024,210322,42,523.1,0.679,0.415,0.532,0.235,0.166,0.087,73,D#,Maior,Não,Republic Records
TRK00678,Higher,Justin Bieber,Pop,2016,143649,71,725.2,0.69,0.943,0.395,0.171,0.653,0.151,112,F#,Maior,Não,RCA Records
TRK00679,Heart Run,Lil Wayne,Hip-Hop,2020,268695,72,858.2,0.67,0.652,0.707,0.371,0.202,0.393,106,C#,Menor,Sim,Atlantic Records
TRK00680,Love Stay,Lil Wayne,Hip-Hop,2021,277036,66,907.8,0.806,0.698,0.453,0.273,0.055,0.151,98,F#,Maior,Sim,Independent
TRK00681,Hold Star,Mac DeMarco,Indie,2014,205889,51,693.6,0.751,0.512,0.56,0.105,0.25,0.36,152,A#,Maior,Não,Def Jam
TRK00682,Lonely Kiss Yesterday,Red Hot Chili Peppers,Rock,2025,155351,70,836.0,0.577,0.665,0.708,0.538,0.073,0.183,140,C,Menor,Não,Interscope
TRK00683,Soul Lonely,Daft Punk,Electronic,2022,230089,70,786.4,0.65,0.789,0.488,0.229,0.095,0.333,126,A#,Menor,Não,Universal Music
TRK00684,Lost Hello,MGMT,Indie,2024,273475,47,503.8,0.549,0.611,0.077,0.24,0.278,0.204,102,F,Menor,Não,Atlantic Records
TRK00685,Body Smile,Bryson Tiller,R&B,2016,230427,41,434.3,0.774,0.475,0.99,0.307,0.363,0.094,75,C#,Menor,Não,Interscope
TRK00686,Despacito,Anitta,Latin,2023,207931,67,879.7,0.7,0.936,0.899,0.59,0.177,0.272,148,D#,Menor,Não,Sony Music
TRK00687,Bright Burning,OneRepublic,Rock,2025,288903,83,960.8,0.454,0.795,0.263,0.561,0.201,0.122,116,C,Maior,Sim,Warner Music
TRK00688,Star,Florida Georgia Line,Country,2025,213069,56,693.2,0.762,0.689,0.444,0.307,0.402,0.238,112,F,Menor,Não,Capitol Records
TRK00689,Reggaetón Bésame,Rosalía,Latin,2023,195247,44,623.7,0.856,0.82,0.355,0.531,0.194,0.381,100,G#,Maior,Não,Sony Music
TRK00690,Us Shadow Stay,Drake,Hip-Hop,2022,169379,72,873.0,0.737,0.607,0.513,0.107,0.056,0.338,82,C,Maior,Sim,Universal Music
TRK00691,Summer,"Tyler, The Creator",Hip-Hop,2022,188175,58,645.4,0.798,0.67,0.642,0.092,0.273,0.163,72,B,Menor,Não,Capitol Records
TRK00692,Higher Touch,Shawn Mendes,Pop,2016,163311,45,503.5,0.701,0.808,0.908,0.049,0.032,0.523,103,E,Menor,Não,Republic Records
TRK00693,Loca,Sebastián Yatra,Latin,2020,275598,80,978.4,0.74,0.853,0.512,0.203,0.272,0.155,107,C,Maior,Não,Warner Music
TRK00694,Angel Rain,J. Cole,Hip-Hop,2018,124675,64,730.6,0.754,0.613,0.667,0.034,0.288,0.489,95,D,Maior,Sim,Atlantic Records
TRK00695,Together Never,"Tyler, The Creator",Hip-Hop,2023,144869,41,460.8,0.573,0.642,0.68,0.217,0.596,0.274,76,G,Maior,Sim,Universal Music
TRK00696,Anywhere,Taylor Swift,Pop,2020,106868,72,858.7,0.711,0.77,0.825,0.434,0.274,0.273,113,A,Menor,Não,Interscope
TRK00697,Run Lonely,Frank Ocean,R&B,2022,175404,48,641.4,0.808,0.408,0.714,0.211,0.436,0.339,107,G,Maior,Não,Sony Music
TRK00698,Tonight Tomorrow Shining,Shawn Mendes,Pop,2022,251799,62,764.4,0.546,0.512,0.454,0.161,0.341,0.075,107,G,Menor,Não,Independent
TRK00699,Laugh Heaven,Kanye West,Hip-Hop,2022,158743,47,564.7,0.743,0.541,0.713,0.028,0.169,0.069,106,B,Menor,Sim,Columbia Records
TRK00700,Tomorrow Moon,MGMT,Indie,2025,231097,51,575.1,0.496,0.379,0.492,0.066,0.115,0.055,102,C#,Menor,Sim,Universal Music
TRK00701,Falling Need,Paramore,Rock,2014,203631,92,1146.1,0.672,0.762,0.577,0.403,0.192,0.303,171,G#,Maior,Não,RCA Records
TRK00702,Touch,Green Day,Rock,2018,263540,42,482.2,0.513,0.665,0.837,0.677,0.403,0.207,148,E,Menor,Não,Capitol Records
TRK00703,Cry Magic,The Weeknd,Rock,2025,203876,50,616.9,0.6,0.832,0.643,0.356,0.277,0.377,168,G,Menor,Não,Capitol Records
TRK00704,Always Mind Hold,Ed Sheeran,Pop,2014,228259,82,1062.9,0.892,0.706,0.653,0.131,0.1,0.501,148,D,Maior,Não,Capitol Records
TRK00705,Loco,Manuel Turizo,Latin,2023,272335,67,880.3,0.726,0.81,0.603,0.224,0.211,0.131,125,G#,Maior,Não,RCA Records
TRK00706,Everything Lost,Mac Miller,Indie,2019,223105,72,927.8,0.544,0.689,0.99,0.204,0.075,0.337,108,A,Menor,Sim,RCA Records
TRK00707,Beautiful,Cardi B,Hip-Hop,2017,209055,72,911.5,0.872,0.703,0.519,0.343,0.068,0.335,94,A,Maior,Não,Republic Records
TRK00708,Bésame,Sebastián Yatra,Latin,2023,220088,93,1252.4,0.862,0.622,0.832,0.688,0.272,0.12,132,A,Menor,Não,Atlantic Records
TRK00709,Burning Mind,Sabrina Carpenter,Pop,2020,171279,71,801.7,0.815,0.63,0.681,0.251,0.097,0.234,125,F#,Menor,Não,Independent
TRK00710,Bailando Sola,Myke Towers,Reggaeton,2020,257176,82,1006.1,0.768,0.826,0.348,0.063,0.219,0.399,115,E,Maior,Não,Interscope
TRK00711,Love,Lil Wayne,Hip-Hop,2025,333863,80,1023.4,0.753,0.667,0.733,0.277,0.184,0.223,113,F,Maior,Não,Capitol Records
TRK00712,Shine,Miranda Lambert,Country,2019,267443,91,1019.0,0.585,0.763,0.552,0.459,0.338,0.171,99,F#,Menor,Não,Interscope
TRK00713,Tu Sonrisa,Daddy Yankee,Latin,2025,140791,95,1126.9,0.718,0.683,0.549,0.319,0.313,0.321,100,G,Maior,Não,Republic Records
TRK00714,Somewhere Hello,Harry Styles,Pop,2012,200643,53,592.5,0.709,0.81,0.657,0.288,0.233,0.507,131,A#,Maior,Não,Atlantic Records
TRK00715,Rain,Ariana Grande,Pop,2024,215411,72,896.9,0.555,0.663,0.384,0.131,0.291,0.288,114,D,Maior,Não,Def Jam
TRK00716,Tomorrow Smile Anywhere,Shawn Mendes,Pop,2022,239023,32,317.2,0.801,0.771,0.787,0.417,0.178,0.236,99,G#,Menor,Não,RCA Records
TRK00717,Want Stronger Wild,Zedd,Electronic,2022,186466,81,830.5,0.853,0.865,0.686,0.3,0.464,0.116,111,A,Menor,Não,Interscope
TRK00718,Nothing Together,Mac DeMarco,Indie,2025,261154,97,1098.8,0.31,0.609,0.279,0.227,0.115,0.107,126,C,Menor,Não,RCA Records
TRK00719,Loco Mi Amor,J Balvin,Latin,2025,187585,70,749.6,0.766,0.813,0.547,0.161,0.143,0.11,129,G#,Menor,Não,Warner Music
TRK00720,Magic,Coldplay,Rock,2015,249674,35,413.6,0.358,0.75,0.477,0.51,0.058,0.228,136,A#,Maior,Não,Def Jam
TRK00721,Reggaetón Suelta,Rosalía,Latin,2016,265204,72,880.9,0.825,0.883,0.655,0.326,0.077,0.408,139,G,Menor,Não,Capitol Records
TRK00722,Somewhere Want,Zedd,Electronic,2023,181024,74,869.4,0.813,0.787,0.707,0.389,0.643,0.392,119,C,Menor,Não,Atlantic Records
TRK00723,Fiesta,Rauw Alejandro,Latin,2022,204913,34,368.5,0.858,0.596,0.583,0.27,0.316,0.134,112,A,Maior,Não,Def Jam
TRK00724,Falling,Frank Ocean,R&B,2024,251625,71,903.7,0.738,0.68,0.143,0.056,0.106,0.122,97,G#,Maior,Sim,Def Jam
TRK00725,Memories Laugh,The 1975,Indie,2014,176023,73,782.8,0.573,0.421,0.7,0.201,0.138,0.492,115,E,Maior,Não,Atlantic Records
TRK00726,Corazón Bésame,Rauw Alejandro,Latin,2021,250193,69,831.3,0.735,0.759,0.404,0.188,0.153,0.332,141,D,Menor,Não,Independent
TRK00727,Wild Bright Dream,Mac DeMarco,Indie,2018,176968,96,1084.6,0.664,0.516,0.606,0.371,0.144,0.309,113,D,Maior,Não,Columbia Records
TRK00728,Us Shine Never,Lord Huron,Indie,2013,276711,56,707.8,0.607,0.279,0.405,0.093,0.067,0.208,96,A,Menor,Não,Independent
TRK00729,Sky,Billie Eilish,Pop,2022,235515,59,643.0,0.787,0.905,0.638,0.477,0.058,0.134,136,G,Menor,Não,Warner Music
TRK00730,Mine Us,Muse,Rock,2021,251535,58,614.5,0.691,0.957,0.556,0.357,0.073,0.063,125,G#,Menor,Não,Def Jam
TRK00731,Mine Feel Bright,Katy Perry,Pop,2025,233983,100,1243.2,0.614,0.627,0.491,0.174,0.223,0.258,86,C#,Menor,Não,Independent
TRK00732,Hype Boy,ITZY,K-Pop,2023,230839,71,937.7,0.735,0.579,0.449,0.149,0.154,0.219,121,F,Menor,Não,Independent
TRK00733,Pain We,Kendrick Lamar,Hip-Hop,2013,282671,64,789.7,0.885,0.759,0.69,0.305,0.244,0.187,106,B,Maior,Não,Def Jam
TRK00734,Vida,Rauw Alejandro,Latin,2019,161105,39,425.2,0.84,0.611,0.708,0.552,0.16,0.366,134,D,Menor,Não,Independent
TRK00735,Lost,Daft Punk,Electronic,2019,277118,76,1035.3,0.789,0.771,0.247,0.124,0.256,0.105,120,G#,Maior,Não,Universal Music
TRK00736,Noche Fiesta,Anitta,Latin,2024,255960,75,878.8,0.811,0.921,0.861,0.158,0.397,0.371,120,A,Maior,Sim,Republic Records
TRK00737,Tears Gone,Adele,Pop,2020,213413,51,728.5,0.723,0.865,0.411,0.517,0.12,0.256,130,A,Maior,Sim,Sony Music
TRK00738,Stay Wild,Doja Cat,Hip-Hop,2022,175921,57,613.4,0.78,0.736,0.358,0.523,0.077,0.381,108,A#,Maior,Sim,Atlantic Records
TRK00739,Anywhere Touch,Giveon,R&B,2016,235163,72,815.7,0.565,0.658,0.772,0.346,0.08,0.177,87,C#,Menor,Não,Atlantic Records
TRK00740,Tu Sonrisa,Daddy Yankee,Latin,2024,221280,62,601.3,0.81,0.827,0.852,0.069,0.348,0.239,124,E,Maior,Não,Universal Music
TRK00741,Laugh We,Fall Out Boy,Rock,2021,238008,67,848.5,0.631,0.801,0.374,0.234,0.236,0.02,113,C#,Maior,Não,Warner Music
TRK00742,Laugh Summer,Skrillex,Electronic,2022,195603,66,747.0,0.76,0.804,0.397,0.425,0.256,0.088,111,C#,Maior,Não,Def Jam
TRK00743,Maybe Night,Adele,Pop,2021,197274,33,402.7,0.695,0.618,0.076,0.189,0.153,0.087,134,A#,Maior,Sim,Def Jam
TRK00744,Fancy,ENHYPEN,K-Pop,2020,140570,78,940.3,0.652,0.99,0.509,0.368,0.076,0.111,123,F,Menor,Não,Atlantic Records
TRK00745,Star Always Everything,Diplo,Electronic,2020,292060,68,814.2,0.885,0.915,0.596,0.04,0.178,0.02,121,C,Menor,Não,Sony Music
TRK00746,Cookie,EXO,K-Pop,2024,268537,100,1262.9,0.475,0.841,0.374,0.296,0.297,0.177,114,G#,Menor,Sim,Def Jam
TRK00747,Forever Beautiful Better,Eminem,Hip-Hop,2024,236661,86,1083.3,0.817,0.539,0.842,0.232,0.484,0.523,97,F,Maior,Não,Capitol Records
TRK00748,Run Free,Lord Huron,Indie,2016,183473,82,942.1,0.617,0.47,0.665,0.11,0.136,0.02,97,F#,Maior,Sim,Capitol Records
TRK00749,Want,Future,Hip-Hop,2018,175622,57,564.0,0.892,0.845,0.568,0.206,0.122,0.629,65,A#,Menor,Sim,Def Jam
TRK00750,Despacito,Shakira,Latin,2010,126072,44,536.7,0.776,0.669,0.713,0.027,0.06,0.348,118,F#,Maior,Não,RCA Records
TRK00751,Sun Lonely,Arcade Fire,Indie,2025,91847,59,801.2,0.472,0.42,0.99,0.407,0.175,0.078,121,C,Maior,Não,Def Jam
TRK00752,Everything,J. Cole,Hip-Hop,2022,211591,63,703.6,0.773,0.535,0.707,0.112,0.127,0.18,101,A#,Menor,Sim,Sony Music
TRK00753,LOVE DIVE,EXO,K-Pop,2023,226106,82,970.5,0.693,0.751,0.572,0.602,0.048,0.178,108,A,Maior,Sim,Capitol Records
TRK00754,Super Shy,BTS,K-Pop,2021,201566,55,637.4,0.659,0.986,0.625,0.601,0.031,0.099,99,C,Menor,Não,Warner Music
TRK00755,Magic,Maren Morris,Country,2018,174481,87,1094.7,0.683,0.431,0.481,0.225,0.245,0.356,134,D,Maior,Sim,Independent
TRK00756,Tomorrow,Miranda Lambert,Country,2017,231434,68,831.1,0.66,0.712,0.583,0.024,0.129,0.262,105,A,Maior,Não,RCA Records
TRK00757,Sun,Lana Del Rey,Indie,2011,296012,24,423.8,0.399,0.713,0.376,0.286,0.131,0.113,100,D#,Maior,Não,RCA Records
TRK00758,Everything Touch,Phoebe Bridgers,Indie,2024,189811,96,1131.3,0.647,0.467,0.327,0.14,0.183,0.02,129,A,Maior,Não,Sony Music
TRK00759,Fire Joy,Doja Cat,Hip-Hop,2023,206864,54,633.8,0.773,0.391,0.751,0.281,0.214,0.432,88,C#,Menor,Sim,Warner Music
TRK00760,Yours Apart,Harry Styles,Pop,2020,190402,92,1112.5,0.647,0.687,0.366,0.064,0.048,0.063,132,A,Maior,Não,Warner Music
TRK00761,Goodbye Night Moon,Shawn Mendes,Pop,2023,264371,81,904.3,0.598,0.719,0.638,0.141,0.257,0.16,126,D,Maior,Sim,Sony Music
TRK00762,Reggaetón,Rauw Alejandro,Latin,2015,305720,65,816.0,0.784,0.778,0.304,0.13,0.156,0.103,118,D#,Maior,Não,Def Jam
TRK00763,Nothing Shine Free,Summer Walker,R&B,2020,168288,51,615.3,0.7,0.603,0.46,0.239,0.02,0.02,102,A,Maior,Não,RCA Records
TRK00764,Mi Amor Reggaetón,Rauw Alejandro,Latin,2018,222455,36,514.4,0.818,0.844,0.159,0.114,0.266,0.19,122,G#,Maior,Não,Columbia Records
TRK00765,Cry,Bruno Mars,Pop,2020,198759,21,229.8,0.746,0.614,0.394,0.053,0.169,0.375,126,G#,Maior,Não,Columbia Records
TRK00766,Dancing Sky,Red Hot Chili Peppers,Rock,2018,234496,59,767.4,0.566,0.852,0.346,0.118,0.115,0.378,135,D,Menor,Sim,Republic Records
TRK00767,Sky,Arctic Monkeys,Rock,2023,229492,77,944.0,0.645,0.99,0.341,0.398,0.219,0.358,127,D#,Menor,Não,Independent
TRK00768,Fire Summer Sky,Nicki Minaj,Hip-Hop,2024,194803,49,660.4,0.679,0.698,0.614,0.107,0.082,0.162,106,C,Menor,Sim,Capitol Records
TRK00769,Never Joy,David Guetta,Electronic,2020,233733,69,916.5,0.801,0.781,0.273,0.267,0.236,0.253,140,D#,Menor,Não,RCA Records
TRK00770,Broken Tonight,Kendrick Lamar,Hip-Hop,2014,152129,55,670.7,0.674,0.442,0.302,0.06,0.182,0.027,95,D#,Menor,Não,Republic Records
TRK00771,Pain Moon Sky,Luke Combs,Country,2023,97395,54,735.9,0.56,0.666,0.817,0.182,0.168,0.056,70,A,Menor,Sim,Interscope
TRK00772,Tomorrow Young,Olivia Rodrigo,Pop,2023,257389,44,547.1,0.684,0.81,0.365,0.581,0.195,0.198,110,E,Maior,Não,Independent
TRK00773,Dancing,Drake,Hip-Hop,2017,229091,73,973.1,0.772,0.555,0.296,0.527,0.11,0.326,73,G,Menor,Sim,Warner Music
TRK00774,Stronger Rising,Muse,Rock,2023,289735,52,709.8,0.642,0.896,0.525,0.615,0.081,0.347,144,A#,Maior,Não,RCA Records
TRK00775,Beautiful Nothing,Diplo,Electronic,2022,220465,63,651.5,0.8,0.795,0.724,0.456,0.146,0.156,109,D#,Menor,Não,Capitol Records
TRK00776,Anywhere,The 1975,Indie,2011,255600,42,490.0,0.507,0.468,0.606,0.118,0.233,0.373,100,F#,Maior,Não,Republic Records
TRK00777,Body Love,Maren Morris,Country,2025,267872,68,825.9,0.604,0.673,0.599,0.085,0.092,0.257,141,C,Menor,Não,Interscope
TRK00778,Despacito,Rosalía,Latin,2012,255283,50,705.8,0.61,0.718,0.521,0.182,0.19,0.114,139,B,Maior,Não,Interscope
TRK00779,Soul,Maroon 5,Rock,2017,248379,72,805.6,0.506,0.633,0.379,0.248,0.213,0.028,121,F#,Maior,Não,Universal Music
TRK00780,Beautiful Night,Billie Eilish,Pop,2019,131930,45,561.5,0.65,0.548,0.723,0.486,0.195,0.121,151,D,Menor,Não,Def Jam
TRK00781,Tomorrow,Bon Iver,Indie,2020,178375,76,892.9,0.508,0.408,0.517,0.283,0.197,0.522,104,B,Menor,Não,Def Jam
TRK00782,Yesterday Love,Selena Gomez,Pop,2023,210641,68,822.8,0.626,0.762,0.528,0.037,0.207,0.098,102,B,Menor,Sim,Independent
TRK00783,Angel Laugh Together,Avicii,Electronic,2024,177282,100,1131.1,0.791,0.965,0.448,0.175,0.039,0.366,135,A#,Maior,Não,RCA Records
TRK00784,Dark,Khalid,R&B,2025,200105,52,623.9,0.761,0.435,0.376,0.101,0.365,0.148,88,C,Maior,Não,Independent
TRK00785,Better,Fall Out Boy,Rock,2023,170662,43,535.9,0.588,0.897,0.361,0.278,0.031,0.134,115,G#,Maior,Não,Columbia Records
TRK00786,Sunshine Kiss,Alan Walker,Electronic,2021,230272,43,625.7,0.673,0.784,0.404,0.432,0.186,0.059,137,A#,Menor,Não,Republic Records
TRK00787,Vida Noche,Camilo,Latin,2013,299293,56,589.1,0.873,0.574,0.532,0.582,0.128,0.157,136,E,Menor,Não,Columbia Records
TRK00788,Need Maybe,Kendrick Lamar,Hip-Hop,2022,130649,89,1080.9,0.698,0.662,0.756,0.137,0.274,0.426,122,C#,Menor,Sim,Def Jam
TRK00789,Dame Te Quiero,Sebastián Yatra,Latin,2022,173014,48,568.6,0.713,0.831,0.482,0.267,0.067,0.087,113,A#,Maior,Não,RCA Records
TRK00790,Beautiful Crazy We,Katy Perry,Pop,2018,256827,39,484.6,0.595,0.617,0.738,0.497,0.113,0.356,126,C#,Maior,Não,Warner Music
